user,item,estimated_rating
277,3307,5.0
277,2019,5.0
277,2731,5.0
277,904,5.0
277,1209,5.0
277,3677,5.0
277,913,5.0
277,926,5.0
277,908,5.0
277,1283,5.0
277,44555,5.0
277,750,5.0
277,912,5.0
277,1939,5.0
277,1204,5.0
277,1225,5.0
277,955,5.0
277,1252,5.0
277,1304,4.989953681801599
277,2357,4.9775589562617935
277,1617,4.976568983775552
277,5291,4.963656864998263
277,950,4.954337252771416
277,1250,4.945136956796426
277,1147,4.9450386640246045
277,2028,4.936911148823929
277,5147,4.927858216520864
277,110,4.927653015548811
277,6669,4.927559699217955
277,71282,4.927340015781259
277,8477,4.926283770726831
277,1260,4.919082303579092
277,100553,4.915299813759896
277,898,4.914244685536129
277,1945,4.901971438349792
277,909,4.899238568579611
277,1201,4.893247240413389
277,1276,4.884675650645634
277,1217,4.8827467656340415
277,1237,4.878782823812068
605,345,4.6961654655746585
605,3134,4.641435174108885
605,3462,4.634558278454486
605,2064,4.624896521455418
605,7700,4.598005196004998
605,86347,4.570041799744079
605,100553,4.564280882213616
605,1267,4.555742130466729
605,69529,4.5365177361892774
605,4754,4.527530861809917
605,112290,4.519887705982202
605,93040,4.518959138292218
605,1914,4.513623417413465
605,3470,4.502695411119634
605,3152,4.500609083647932
605,6780,4.4999899524150475
605,5291,4.482670949056558
605,898,4.478645668979227
605,1211,4.476908399779829
605,3819,4.4758014469576
605,3742,4.461652846518489
605,1232,4.458495978324174
605,3330,4.45505586737256
605,1797,4.451049351912015
605,29,4.4506362595229625
605,42632,4.446599481531982
605,1300,4.444711198163657
605,17,4.437325869191799
605,58,4.43185021442219
605,4741,4.429969451407394
605,1230,4.42662929353624
605,147,4.425707375695699
605,1217,4.422756746169393
605,75341,4.420998336324464
605,123,4.4194611321510955
605,3468,4.4184413176464234
605,6650,4.417343009946336
605,1237,4.405509446305834
605,4298,4.402848115906203
605,65188,4.402742860944806
776,356,4.3421110322779715
776,2858,4.323205425275928
776,134130,4.216238727228313
776,110,4.165265385807033
776,950,4.106166943491404
776,214,4.087958986757376
776,7981,4.0700208874428006
776,7700,4.057578256511348
776,2959,4.021881958705682
776,2905,4.020459101041046
776,1273,4.0127778625470665
776,1097,4.004007250203508
776,1281,4.002109062398436
776,5008,3.9894554145852825
776,1262,3.988167504757159
776,3494,3.980291253556102
776,4298,3.977082113316857
776,27815,3.9767622665118982
776,3074,3.9759386648149144
776,3470,3.973340966424098
776,2804,3.9635521873510133
776,1283,3.9633309639621865
776,69524,3.9594026044644752
776,905,3.9566352345459994
776,2357,3.9561343871149086
776,152077,3.955936066205714
776,40870,3.9547020612865276
776,4969,3.949316884060186
776,3949,3.942011365738577
776,104283,3.935401719644548
776,7766,3.9348381238148122
776,38304,3.929800785323677
776,1927,3.9283743053652085
776,2843,3.926041895298715
776,96606,3.9260198954543877
776,4914,3.9245623979923483
776,1950,3.9233443105102053
776,5120,3.9227708187636736
776,1132,3.9221608204440574
776,3435,3.9205326085996752
1010,100553,4.635689108112683
1010,2019,4.622554077997584
1010,5690,4.5374471217114944
1010,1218,4.502972610362152
1010,86345,4.480991264454473
1010,2186,4.449944514392002
1010,78499,4.411065594781365
1010,81845,4.406412536401474
1010,581,4.3767303989638915
1010,8477,4.346466139631919
1010,105593,4.337700223640459
1010,7234,4.332612665081153
1010,1132,4.327157656853543
1010,232,4.324041029689476
1010,61240,4.316103003006689
1010,112183,4.3018243352959855
1010,55052,4.301078459820057
1010,8044,4.281535019628292
1010,68954,4.281156288562971
1010,1237,4.276783248054111
1010,1939,4.272615351265818
1010,1594,4.269312782948942
1010,1204,4.259585347545918
1010,1537,4.24729216131244
1010,109374,4.244943401710533
1010,46855,4.237600486675849
1010,1299,4.237017012793198
1010,88129,4.233405058662953
1010,5772,4.231630896394645
1010,3091,4.2283833532303
1010,1301,4.227332531837002
1010,1232,4.222450147038434
1010,71033,4.219954895549153
1010,1262,4.2198621046743
1010,6818,4.218895632736942
1010,926,4.21674391879611
1010,1209,4.215753199741102
1010,1207,4.210848503642488
1010,6104,4.20863231713104
1010,7925,4.208350404861027
1534,1260,4.577563943185329
1534,922,4.562825430931771
1534,1221,4.554434198290382
1534,750,4.531290307215659
1534,6669,4.5162321155726515
1534,7361,4.511877056470457
1534,5902,4.5004486044143555
1534,1250,4.488269623852819
1534,2726,4.482173261014335
1534,1080,4.477300258762414
1534,1267,4.463361012113579
1534,2028,4.460806329870992
1534,115569,4.452799729961909
1534,122882,4.413703488014375
1534,112552,4.397364626768728
1534,136449,4.394526023317016
1534,904,4.393543056012199
1534,1147,4.392427879786713
1534,1233,4.391701126593748
1534,720,4.378155336222397
1534,1196,4.3722931076837925
1534,260,4.370872770758204
1534,44555,4.366802474723714
1534,3819,4.360260826658015
1534,1748,4.3555672037604145
1534,1653,4.354270774743355
1534,5291,4.343135809409945
1534,109374,4.3378970315067225
1534,3730,4.331764988227239
1534,214,4.330614160193818
1534,7926,4.329424957113164
1534,7116,4.329004584973194
1534,8477,4.323989824700244
1534,68157,4.311633049346155
1534,94959,4.308719635801724
1534,2843,4.307473205176071
1534,2019,4.30616350303062
1534,3435,4.2967097523524105
1534,1269,4.2963192877259555
1534,1258,4.29206012104524
1546,2019,4.301363227340049
1546,1939,4.273196619109879
1546,6669,4.257143945618916
1546,3819,4.256410922240608
1546,1147,4.239844920635214
1546,61240,4.227255979017404
1546,1269,4.220482756738028
1546,44555,4.218948350773235
1546,678,4.211910585153203
1546,7063,4.2056732581353415
