user,item,estimated_rating
277,1263,5.0
277,2019,5.0
277,750,5.0
277,1213,5.0
277,912,4.997777356396097
277,1234,4.991555248480838
277,904,4.986536656907282
277,1221,4.947058583298797
277,3819,4.940043453990259
277,26003,4.921724999365923
277,950,4.918628608854297
277,3435,4.915279373486815
277,44555,4.913138528955716
277,3198,4.904799776202254
277,930,4.9018559432366455
277,5291,4.868645858045916
277,69524,4.866362226620048
277,1225,4.85802187876064
277,1276,4.854944895623356
277,2959,4.850024054394714
277,3000,4.849173821394873
277,1147,4.849064065362267
277,110,4.845130190523526
277,100714,4.844875192449912
277,1211,4.842691263931539
277,1204,4.838779064137999
277,1224,4.837943262991502
277,1254,4.836329585590295
277,214,4.835812234970579
277,1283,4.834293761713508
277,926,4.829002021662891
277,93040,4.828511602397326
277,903,4.827899673203677
277,908,4.826435285529083
277,1304,4.824726780341971
277,26662,4.824167304661334
277,7766,4.817733404619483
277,7925,4.816022290280143
277,8477,4.8159869422748836
277,955,4.81516360853621
605,2010,4.771786491615207
605,1232,4.723007140689724
605,2064,4.713120502899147
605,7478,4.676084890188149
605,1260,4.619133852298726
605,1237,4.6055637272166
605,29,4.596529826219794
605,100553,4.580182643613551
605,37741,4.5686688813789536
605,5498,4.553175317447687
605,4406,4.552200138498721
605,5475,4.529434849959039
605,1300,4.525315205756092
605,3415,4.521834871445769
605,106920,4.519468818464013
605,8477,4.513991898379446
605,922,4.511130909242661
605,77846,4.511081474447921
605,1217,4.496533859566211
605,3435,4.487038797554499
605,131724,4.484617588978716
605,26776,4.480407702131053
605,4914,4.477362466362147
605,6650,4.460819518824119
605,5690,4.448276702622276
605,8154,4.445095805080623
605,2731,4.442993898196021
605,82,4.435301193218546
605,1464,4.434870672163837
605,2351,4.434301262101127
605,7256,4.429244214685032
605,1267,4.421594427417534
605,2624,4.421214371345895
605,3462,4.421034636397594
605,1211,4.417410898458881
605,26131,4.415978697982699
605,4426,4.405839523726313
605,58,4.399432312278277
605,3559,4.396901457007905
605,3470,4.394165969392702
776,110,4.083898327796807
776,2624,4.074211191204483
776,2858,4.063486706214628
776,32554,4.05893679659154
776,2843,4.049690688656323
776,48394,4.0030282179847845
776,4969,3.9852160979062954
776,95654,3.9683243014357523
776,3677,3.968038831672915
776,4226,3.965160027949064
776,356,3.9549050310716867
776,947,3.9530196000297613
776,6669,3.952129579054869
776,1237,3.947174373422124
776,136449,3.9420532160665473
776,27410,3.9362850340192432
776,7836,3.9349027541821573
776,1704,3.9341667567913854
776,2940,3.931553038222705
776,3307,3.914011378400151
776,945,3.9112769965498364
776,6650,3.9105142605398644
776,31116,3.907085904928548
776,3578,3.906620492674434
776,1923,3.903262573577824
776,48516,3.9017642884334327
776,100553,3.8996579449739457
776,1950,3.8957799976611143
776,32460,3.892656877092285
776,5446,3.8917815847605044
776,86345,3.8819555019922984
776,678,3.876180192290372
776,7063,3.874963936308312
776,4298,3.872702825942639
776,3182,3.870101878436141
776,905,3.86896956888466
776,581,3.864813418477855
776,8477,3.858406084002951
776,2936,3.8582057639627503
776,55442,3.8549239443118544
1010,2019,4.5759945970561295
1010,1147,4.565160132681416
1010,912,4.516735304446627
1010,946,4.475704597426628
1010,908,4.472353681028752
1010,93040,4.469711450224619
1010,3339,4.435277333686917
1010,1023,4.432238229211908
1010,6650,4.430869817945704
1010,1260,4.420695097070678
1010,904,4.412629440094378
1010,148626,4.405672291358967
1010,911,4.356790653709084
1010,6777,4.351662742053043
1010,1217,4.345131974116325
1010,720,4.343062937725204
1010,112552,4.3364457851295475
1010,7022,4.331414618229484
1010,68237,4.2974225443533
1010,3467,4.296634878232383
1010,122882,4.292214389339114
1010,88129,4.274550308488293
1010,1281,4.272304718790231
1010,56367,4.271162361583772
1010,922,4.264357002095488
1010,1303,4.258733553157369
1010,7560,4.257874381231024
1010,7387,4.257831332431792
1010,4327,4.254222642212066
1010,7766,4.251068309902581
1010,2905,4.249035521838707
1010,3223,4.248991470021892
1010,1207,4.248799291826823
1010,129514,4.230781328910887
1010,71108,4.227597109807842
1010,48774,4.225765723191831
1010,1242,4.225090775254622
1010,8620,4.223134805937086
1010,57504,4.221058940112928
1010,4954,4.21790153074362
1534,1221,4.985440895450635
1534,6669,4.574687650345547
1534,1217,4.574363681382814
1534,750,4.548412163934691
1534,2019,4.547002760191774
1534,904,4.536844430296107
1534,122882,4.509786296364349
1534,922,4.50043781810829
1534,5690,4.4995454891165085
1534,1196,4.49273021893493
1534,910,4.480458842951895
1534,1147,4.4798450557217
1534,913,4.474482967261064
1534,928,4.471060944531481
1534,4878,4.4669071540999745
1534,899,4.456743337620832
1534,1260,4.44452530453954
1534,1233,4.442026174012596
1534,1258,4.440059239454879
1534,7766,4.410953899929945
1534,260,4.410782180843315
1534,1292,4.408934103070761
1534,7156,4.396558381405146
1534,1230,4.392220466630712
1534,2066,4.390367325380186
1534,903,4.390036418040489
1534,31410,4.386756988931661
1534,44555,4.3805469779193595
1534,898,4.379834327748009
1534,955,4.373665033547726
1534,3134,4.37280688929011
1534,1267,4.36945110941262
1534,71033,4.353491562141774
1534,954,4.3486549289524925
1534,3083,4.34683854486976
1534,3730,4.345396972020458
1534,3435,4.3405136064335
1534,942,4.3395446780406735
1534,3742,4.335330456076873
1534,5291,4.333981296411874
1546,1132,4.3798864262307555
1546,1224,4.337666691761065
1546,142488,4.30246974549624
1546,79132,4.300415335049484
1546,3152,4.2995663591618305
1546,2019,4.286796752237086
1546,3819,4.273956833970995
1546,926,4.2558018328893175
1546,2859,4.247289019139921
1546,1939,4.243420689877357
1546,5385,4.238356220558162
1546,27611,4.238308565168198
1546,1237,4.237469284387122
1546,60069,4.234384596881548
1546,2940,4.219003825436958
1546,930,4.204565183152299
1546,2203,4.2000170046973295
1546,4298,4.194225321473789
1546,3629,4.185662740387453
1546,100553,4.183359878675661
1546,7981,4.1754995663311
1546,8582,4.172998303932078
1546,48780,4.171259124545206
1546,2495,4.165537376130217
1546,3196,4.162764901894451
1546,26131,4.1561637827094895
1546,2932,4.153691430232312
1546,78499,4.1461919652436
1546,7116,4.13881472189323
1546,950,4.131102266450779
1546,69529,4.128959293784322
1546,3000,4.128191545777798
1546,1950,4.125364443364087
1546,3307,4.125079800350248
1546,4969,4.124314868479969
1546,1147,4.120980325417535
1546,7396,4.119566144041388
1546,750,4.117560457898759
1546,105593,4.116768431690122
1546,3091,4.116337590587403
1569,32554,5.0
1569,96606,4.954663934285257
1569,366,4.922012390320784
1569,1218,4.881631384209939
1569,71462,4.877199997829442
1569,59037,4.869669945237244
1569,6333,4.860476487155577
1569,49824,4.8329634427200485
1569,71135,4.826060237560953
1569,104419,4.8214539538625045
1569,81229,4.8210737961298715
1569,3498,4.802831620832634
1569,26776,4.802045335790988
1569,87232,4.798285155852403
1569,116397,4.797627421659203
1569,5903,4.773324407011812
1569,5475,4.769265871181653
1569,122904,4.766329722808011
1569,760,4.762894699913752
1569,4928,4.761907823402569
1569,129514,4.760053822914225
1569,3680,4.739584517391195
1569,786,4.738777204856813
1569,4741,4.7240264988489375
1569,133365,4.721520488835737
1569,7833,4.72071652083303
1569,132480,4.716363646536971
1569,2826,4.712341889249714
1569,1379,4.708818194309147
1569,7064,4.704478640193848
1569,7375,4.698811576052233
1569,7820,4.697927264989768
1569,122892,4.694154849059098
1569,2066,4.693242141070078
1569,3470,4.6902688333093705
1569,945,4.6837871450596
1569,3339,4.6743535380254535
1569,8125,4.673825162931182
1569,176,4.672722944229026
1569,105593,4.672010435990487
2113,1136,5.0
2113,3090,5.0
2113,50,5.0
2113,44555,5.0
2113,92535,5.0
2113,100553,5.0
2113,2843,5.0
2113,86345,5.0
2113,1198,5.0
2113,1080,5.0
2113,1132,5.0
2113,2858,5.0
2113,950,4.994131893513539
2113,1300,4.987910264568079
2113,2940,4.987627956148351
2113,79132,4.986536231204034
2113,2132,4.979803179134499
2113,57669,4.977505346953487
2113,1258,4.974411287910259
2113,32460,4.964738990001404
2113,2739,4.964558612536943
2113,3037,4.964004965270374
2113,2357,4.952339953623834
2113,1262,4.94755341097294
2113,1224,4.943044331264924
2113,77846,4.9392386788808205
2113,3469,4.936808879971208
2113,1270,4.929650579115318
2113,48516,4.92096980777165
2113,3499,4.914450174941254
2113,1266,4.906144396517715
2113,4546,4.904599903657277
2113,910,4.8981579703851335
2113,69524,4.895467607519765
2113,61240,4.891766724189871
2113,1235,4.890240212866077
2113,86781,4.88808545063345
2113,3307,4.887224097292614
2113,2542,4.884576042913541
2113,1196,4.880446194802499
2172,2324,4.277290265564706
2172,1939,4.261882702970365
2172,2843,4.2459086475806425
2172,7669,4.235507525044467
2172,134130,4.216293959024981
2172,85342,4.176113287181539
2172,8620,4.147421533947495
2172,3364,4.144595641946121
2172,129514,4.140662793338932
2172,3819,4.138212233539201
2172,3462,4.12013529008011
2172,2959,4.106772763383702
2172,926,4.106384254448814
2172,116797,4.095471745840326
2172,1132,4.084013720864284
2172,2686,4.055917491868953
2172,1185,4.049500490947258
2172,2010,4.047620215279627
2172,508,4.04705049417715
2172,7371,4.047047756976553
2172,1223,4.043119543778021
2172,53894,4.031472916033973
2172,136449,4.023993582140118
2172,1050,4.017246964249644
2172,2183,4.0150120639498015
2172,71462,3.9995810616883234
2172,25750,3.9935305018340728
2172,6539,3.9916777111703583
2172,6942,3.987417983938795
2172,7234,3.979217342131584
2172,4914,3.9781956222526214
2172,7013,3.97631285224693
2172,3196,3.973081088377729
2172,8582,3.970761374082476
2172,5446,3.9586458749519275
2172,3451,3.9560820485265493
2172,805,3.9527349494113073
2172,5385,3.9513481635834204
2172,64614,3.948386348327236
2172,2495,3.9447401269711313
2463,93040,4.313318073472279
2463,926,4.206860509559078
2463,7669,4.195726337263771
2463,2924,4.189953006429805
2463,129514,4.1045204758304745
2463,911,4.101092516506733
2463,2966,4.101079482196177
2463,7121,4.097528449519778
2463,1223,4.090955682469272
2463,58,4.0497161377960476
2463,4278,4.046318462306694
2463,31410,4.032340274939171
2463,26131,4.01560951389507
2463,3090,4.0053646984914
2463,5475,4.002632559827027
2463,2925,3.999378536008098
2463,246,3.9974264139666844
2463,3196,3.9957355363537213
2463,920,3.9951083223267188
2463,293,3.9950292990787126
2463,2467,3.9900701473377453
2463,1446,3.9893321829319
2463,1197,3.98498734946714
2463,1296,3.968161388637844
2463,1028,3.966648059804555
2463,6385,3.959968902685369
2463,7748,3.9577960331276874
2463,2940,3.9528726913844885
2463,55872,3.943461239384038
2463,1132,3.9412806191355574
2463,27002,3.9388318059011764
2463,4298,3.93342364476296
2463,7013,3.9323121637724894
2463,8620,3.932017877189073
2463,2183,3.927460361169949
2463,2919,3.9273447136686497
2463,8477,3.9184621687019017
2463,3330,3.918240261623017
2463,720,3.913579835551987
2463,2691,3.9117045933986705
2555,100553,4.744647630724524
2555,6669,4.715237998884932
2555,7361,4.690004193420208
2555,2843,4.612164153405108
2555,3090,4.5899511138306
2555,945,4.589667715541583
2555,5446,4.565575753243234
2555,3730,4.563225249696384
2555,8477,4.56031471105077
2555,4873,4.559572181679648
2555,4298,4.554773553104685
2555,4969,4.551518322653663
2555,5498,4.538079804637298
2555,593,4.537123910630865
2555,1237,4.530827432767229
2555,926,4.530224139506197
2555,3152,4.529016001005962
2555,1264,4.5237747861451085
2555,3000,4.5184703828317305
2555,93040,4.517973560363768
2555,1132,4.511385862042808
2555,930,4.506641386147778
2555,7156,4.5048115131098605
2555,1147,4.504090843321292
2555,1233,4.503700735368368
2555,6650,4.498466730733721
2555,58,4.492990784499673
2555,3307,4.486608547223722
2555,2310,4.482141456505337
2555,4546,4.477614816907313
2555,55442,4.469984025172455
2555,1232,4.468635499828196
2555,2351,4.468354075162235
2555,42632,4.465296735061711
2555,111,4.462927837927537
2555,1217,4.460928632903613
2555,2624,4.458660912987345
2555,942,4.453948798879434
2555,4426,4.451882431320006
2555,26150,4.44483427096539
2764,720,3.9876935905856885
2764,1132,3.9282121329139787
2764,2843,3.8834828639152854
2764,246,3.8302576890255966
2764,7116,3.828346068459494
2764,3819,3.8256270221563
2764,4993,3.812564784359687
2764,8477,3.7991811664411377
2764,1172,3.7981275450215066
2764,4298,3.7797829283665583
2764,3470,3.7758259483341967
2764,678,3.7729937083829834
2764,2069,3.7623940904786863
2764,2905,3.7573809374953817
2764,100553,3.7533682775931156
2764,4886,3.7500300553000967
2764,1096,3.737889912003519
2764,129514,3.7369094514485433
2764,5690,3.728158840924385
2764,308,3.7273242201556736
2764,515,3.726844895335747
2764,2726,3.723832772427333
2764,7153,3.7220928101014006
2764,27002,3.71511454658694
2764,95654,3.708169455903141
2764,945,3.702204771342456
2764,214,3.7020877347754384
2764,3097,3.7003178513897605
2764,8620,3.6962200702750305
2764,69524,3.692268874856655
2764,1050,3.6866326342604867
2764,62644,3.6841388781987345
2764,93721,3.681009776940404
2764,1223,3.6809397072229864
2764,7256,3.6807352378805476
2764,3114,3.679733882352566
2764,2937,3.6767179222616986
2764,7925,3.673373255928492
2764,3972,3.670904718624619
2764,5304,3.6699848909368264
2929,7361,4.70604329262825
2929,106920,4.67342828750281
2929,4298,4.590668230289018
2929,1263,4.535607685326009
2929,134130,4.5110106328113195
2929,64620,4.476407858385976
2929,1147,4.445722877347314
2929,44555,4.443091611662108
2929,71033,4.438242136969079
2929,3435,4.427248967662029
2929,69529,4.419080984076158
2929,945,4.416022028564014
2929,6650,4.411656122778133
2929,581,4.4033198084141425
2929,3819,4.401042256706524
2929,6400,4.394881444066004
2929,100553,4.388610418653834
2929,2940,4.380819148413936
2929,77846,4.3764765758435775
2929,950,4.364378246032804
2929,8477,4.360943609421466
2929,63808,4.360560285215615
2929,48780,4.356931934375856
2929,720,4.354144026177541
2929,2066,4.353571805177996
2929,131724,4.352185803820125
2929,48394,4.351559850058252
2929,3470,4.351324653778054
2929,1276,4.348122168073292
2929,2843,4.346292802210783
2929,112552,4.343304194657543
2929,1248,4.340166999874094
2929,2624,4.333110779047571
2929,108192,4.332944705364948
2929,3362,4.33277024468863
2929,3814,4.3286805374989035
2929,93721,4.3279956765928445
2929,55814,4.326360203911807
2929,8620,4.322683120357417
2929,678,4.306504750171448
3026,4993,5.0
3026,2019,4.723090974281265
3026,3000,4.681086173485301
3026,7153,4.630041658064614
3026,1653,4.6299439970127
3026,5952,4.6183124924744146
3026,50,4.6052946812608395
3026,2905,4.586114767540127
3026,945,4.510676901916238
3026,260,4.503695303262303
3026,6669,4.498567720533372
3026,1269,4.49212596193046
3026,7361,4.485396821233356
3026,1090,4.482921772709016
3026,7766,4.4828470654581345
3026,1263,4.481971348801576
3026,1080,4.475356727238207
3026,2324,4.467183568992307
3026,31658,4.464193443140499
3026,1247,4.445520061843852
3026,720,4.443100862840696
3026,3996,4.432516200426688
3026,48394,4.428734400429205
3026,32,4.4280946418030105
3026,4298,4.427920665404961
3026,2202,4.414064326578236
3026,3307,4.410564470674766
3026,158783,4.407694087408417
3026,1748,4.405914495209354
3026,5008,4.3934962857292055
3026,4873,4.392629884907484
3026,6539,4.389743658471886
3026,1678,4.388209906475277
3026,56367,4.387609329370974
3026,1198,4.387334889517279
3026,131724,4.381930127127298
3026,2467,4.372980987341619
3026,5446,4.371662300871059
3026,1172,4.371635149096273
3026,7560,4.363306341827052
3133,2019,4.546956990766843
3133,6669,4.422297025517146
3133,2905,4.376890185898151
3133,1208,4.288005713726641
3133,2066,4.236135204725922
3133,8477,4.235073561044881
3133,5291,4.228352181664869
3133,3307,4.227990734847655
3133,68954,4.216404177029755
3133,913,4.208535445266486
3133,1260,4.20732894974821
3133,541,4.20718970438147
3133,93721,4.204579957752246
3133,3415,4.200968864383109
3133,44555,4.19843668732051
3133,551,4.194629922017317
3133,2940,4.192875142359446
3133,7926,4.18236675479617
3133,720,4.17621367343726
3133,1136,4.15872532122981
3133,3742,4.15627930606224
3133,1147,4.155972932319996
3133,3462,4.154646855676181
3133,93040,4.151385076733039
3133,52435,4.150381951171363
3133,1201,4.145594341601368
3133,4298,4.1435579701873175
3133,969,4.142779143388708
3133,1237,4.136600885559373
3133,926,4.136435129369071
3133,1197,4.124103131037799
3133,61240,4.122533539508122
3133,6975,4.1224932661839055
3133,32,4.119304295124543
3133,4969,4.118703712830242
3133,3091,4.116525985251076
3133,7116,4.111832149480961
3133,7766,4.109753086523503
3133,955,4.107251994004413
3133,2843,4.104172881500171
3169,100553,4.442698621167427
3169,3462,4.352822422952441
3169,945,4.343859083728465
3169,4226,4.3391295412296245
3169,1233,4.326996673677155
3169,4298,4.325517010475542
3169,926,4.299302837150148
3169,8477,4.29427120923419
3169,2019,4.293662616008631
3169,7361,4.292836582295874
3169,6650,4.272251747784775
3169,912,4.268889098006601
3169,27611,4.263603523802403
3169,2905,4.258296074081736
3169,4969,4.250814892590354
3169,1237,4.24587735740713
3169,946,4.23014366011255
3169,5446,4.230017907242309
3169,3469,4.222786211928109
3169,1223,4.219982686926184
3169,214,4.215633568760295
3169,1197,4.2020800335460935
3169,3629,4.2005198804083355
3169,93040,4.199166191003181
3169,581,4.198283045109081
3169,7256,4.195357375326648
3169,8620,4.189039064149133
3169,2843,4.186153607428575
3169,2495,4.184766352746369
3169,3559,4.175704445717695
3169,3022,4.1724211258524715
3169,1809,4.172214072266798
3169,3090,4.167370739139578
3169,3196,4.16400431735353
3169,2935,4.163872564192733
3169,2940,4.1624682020427315
3169,7766,4.1624443226392165
3169,2859,4.155234749623341
3169,1224,4.154293528649925
3169,3819,4.153405375492183
3318,1269,5.0
3318,2804,5.0
3318,910,5.0
3318,1237,5.0
3318,1263,5.0
3318,88129,5.0
3318,7766,5.0
3318,5291,5.0
3318,7001,5.0
3318,1233,5.0
3318,5952,5.0
3318,1250,5.0
3318,6380,5.0
3318,1079,5.0
3318,1267,5.0
3318,112552,5.0
